,A3A,A3C,A3G,A3T,C3A,C3C,C3G,G3A,G3C,T3A,A4A,A4C,A4G,A4T,C4A,C4C,C4G,G4A,G4C,T4A,A5A,A5C,A5G,A5T,C5A,C5C,C5G,G5A,G5C,T5A,A6A,A6C,A6G,A6T,C6A,C6C,C6G,G6A,G6C,T6A,A7A,A7C,A7G,A7T,C7A,C7C,C7G,G7A,G7C,T7A,A8A,A8C,A8G,A8T,C8A,C8C,C8G,G8A,G8C,T8A,A0A,A0C,A0G,A0T,C0A,C0C,C0G,G0A,G0C,T0A,A1A,A1C,A1G,A1T,C1A,C1C,C1G,G1A,G1C,T1A,A2A,A2C,A2G,A2T,C2A,C2C,C2G,G2A,G2C,T2A,A3A,A3C,A3G,A3T,C3A,C3C,C3G,G3A,G3C,T3A,A4A,A4C,A4G,A4T,C4A,C4C,C4G,G4A,G4C,T4A
hsa:2911,0.09690031,0.12510473,0.12398771,0.05222005,0.121474445,0.14800335,0.0779112,0.13404077,0.07120916,0.049148284,0.10307263,0.12067039,0.12821229,0.04916201,0.12374302,0.15614524,0.07067039,0.11368715,0.07960894,0.055027932,0.11343951,0.10729254,0.11735122,0.056160938,0.11707181,0.1751886,0.06985191,0.12070411,0.07320481,0.049734563,0.100055896,0.13079932,0.1235327,0.04807155,0.12101733,0.147289,0.0785355,0.12800448,0.07182784,0.050866406,0.09393346,0.12356724,0.12859939,0.052278444,0.119373776,0.15683533,0.071847916,0.12188985,0.07380486,0.057869725,0.12192394,0.107941836,0.11717002,0.05173378,0.116610736,0.17533557,0.069630876,0.109619685,0.07857942,0.051454138,0.500837,0.50502235,0.73939735,0.25390625,0.80915177,0.80496657,0.19670758,0.67522323,0.38085938,0.13392857,0.49818587,0.61121964,0.68936646,0.22606754,0.5623779,0.72006696,0.38794306,0.7158805,0.35026515,0.23862684,0.57788944,0.54718035,0.6127862,0.25683975,0.53322166,0.8528755,0.3740927,0.6225572,0.36292577,0.2596315,0.48450154,0.6255236,0.61993855,0.26110026,0.6073722,0.74001676,0.389556,0.67020386,0.3560458,0.24574143,0.51536316,0.60335195,0.6410614,0.24581006,0.6187151,0.7807262,0.35335195,0.5684357,0.3980447,0.27513966
hsa:2912,0.07533461,0.1208413,0.11510516,0.039388146,0.12351816,0.17246655,0.09942639,0.124282986,0.09636711,0.0332696,0.071537875,0.124713086,0.12815608,0.03289977,0.13159908,0.18018362,0.08492731,0.11897475,0.09334353,0.033664882,0.0826636,0.11519326,0.10753923,0.04247991,0.11136624,0.20321469,0.09376196,0.12705702,0.0826636,0.034060467,0.07235835,0.120214395,0.12098009,0.03828484,0.11753446,0.19448699,0.08843798,0.124425724,0.08575804,0.037519142,0.06970509,0.13175029,0.12370739,0.032554578,0.12906933,0.18383761,0.086556874,0.10877059,0.09306779,0.040980466,0.09195402,0.10038314,0.12068965,0.038697317,0.106130265,0.20421456,0.08927203,0.11609195,0.095019154,0.037547894,0.32467532,0.54239875,0.7391138,0.17188695,0.947288,0.9052712,0.22918257,0.5175707,0.54239875,0.080213904,0.36492166,0.61520827,0.6056553,0.18150555,0.61902946,0.87122655,0.47764614,0.5961024,0.4833779,0.18532671,0.4224006,0.5466361,0.61735475,0.18157491,0.55619264,1.0129969,0.4319572,0.58486235,0.45298165,0.19304281,0.37667304,0.6042065,0.5755258,0.19694073,0.6175908,0.8623327,0.49713194,0.6214149,0.48183557,0.166348,0.35768938,0.62356544,0.6407804,0.16449885,0.6579954,0.9009181,0.42463657,0.5948738,0.46671766,0.16832441
hsa:2913,0.12215478,0.12822458,0.11646434,0.06069803,0.11722306,0.119878605,0.0792868,0.12936267,0.067147195,0.059559938,0.11574952,0.12371916,0.12827325,0.060341556,0.1309298,0.121821634,0.06565465,0.11840607,0.07400379,0.06110057,0.1309795,0.11313591,0.11693242,0.06378132,0.11731207,0.15148064,0.06302202,0.12604403,0.060744114,0.056567956,0.11773642,0.13368781,0.1264717,0.055450056,0.12988986,0.1348272,0.06038739,0.12533233,0.059248008,0.056969237,0.12044073,0.12955926,0.12537993,0.056610942,0.13525836,0.14095744,0.055091184,0.109042555,0.06648936,0.061170213,0.13606994,0.11440517,0.12124667,0.05853288,0.11060433,0.14975294,0.0649943,0.11326492,0.067654885,0.06347396,0.61955285,0.5759757,0.657446,0.29367185,0.8753315,0.6820765,0.1724138,0.61955285,0.34103826,0.1629405,0.62168306,0.6406368,0.65769523,0.2596664,0.6292646,0.6292646,0.3222138,0.66338134,0.31273693,0.26345718,0.6295032,0.5972696,0.5726204,0.3204399,0.58210087,0.74137276,0.33181643,0.58399695,0.3185438,0.322336,0.6107739,0.64112294,0.5823217,0.30349013,0.5861153,0.599393,0.396434,0.6468134,0.33573598,0.29779968,0.57874763,0.61859584,0.64136624,0.30170777,0.654649,0.60910815,0.32827324,0.59203035,0.37001896,0.30550283
hsa:2914,0.06617916,0.12358318,0.11956124,0.040219378,0.11846435,0.176234,0.09798903,0.13857403,0.08592322,0.033272393,0.07168983,0.12179956,0.12472568,0.035844915,0.12948062,0.18215069,0.087051935,0.11302122,0.09656181,0.037673738,0.09659714,0.1072082,0.102817416,0.041346505,0.10245152,0.20417124,0.10062203,0.1064764,0.096231245,0.0420783,0.07467057,0.11749634,0.12445095,0.036237188,0.13140556,0.18338214,0.08565154,0.13030747,0.08967789,0.02672035,0.06407909,0.13841084,0.12156719,0.032588795,0.13438301,0.18418162,0.08495057,0.10435738,0.091907725,0.04357378,0.0992674,0.102564104,0.115018316,0.036263738,0.102564104,0.20989011,0.09120879,0.10549451,0.096337,0.041391943,0.31592402,0.5405406,0.692111,0.20087656,0.861943,0.90577066,0.2958364,0.60628194,0.4985391,0.082176775,0.35074902,0.63390577,0.7289003,0.116916336,0.5882353,0.8439898,0.4457435,0.63390577,0.46949214,0.18816221,0.4239766,0.51717836,0.55738306,0.22478071,0.53910816,1.0233917,0.46600878,0.54641813,0.48245612,0.21929824,0.33089578,0.6179159,0.5978062,0.20109689,0.59232175,0.88117003,0.48994514,0.69287014,0.4296161,0.16636196,0.35844916,0.6089978,0.6236284,0.17922458,0.64740306,0.9107535,0.43525967,0.5651061,0.48280907,0.1883687
hsa:2915,0.10976616,0.11994498,0.11581843,0.05832187,0.12242091,0.14112793,0.07922971,0.12764786,0.07455296,0.051169187,0.1158503,0.12025317,0.12135388,0.052283984,0.11777656,0.14914694,0.07484865,0.11007155,0.07925151,0.059163455,0.117808975,0.106523536,0.1194605,0.059179742,0.11065235,0.16102394,0.07349298,0.11615744,0.077071294,0.058629233,0.11123348,0.123072684,0.11398678,0.05699339,0.12389868,0.15721366,0.0715859,0.1222467,0.06745595,0.052312776,0.11098871,0.1239328,0.122004956,0.05260259,0.1236574,0.15092261,0.0707794,0.114568986,0.074084274,0.056458276,0.13002755,0.1077135,0.11349862,0.0553719,0.10964187,0.16804408,0.07355372,0.10661157,0.07768595,0.05785124,0.5291369,0.49340296,0.70230895,0.29274327,0.83699834,0.7682793,0.19103903,0.6610775,0.38345245,0.1415613,0.58014846,0.6007699,0.6392631,0.24470717,0.57739896,0.7066263,0.38355786,0.6310146,0.37530932,0.26120427,0.6284379,0.55693066,0.5858086,0.26952696,0.5789329,0.82370734,0.35066006,0.57205725,0.36853686,0.26540154,0.5488308,0.5997249,0.57909214,0.29160935,0.61210454,0.70563966,0.39614856,0.6382393,0.3727648,0.25584593,0.5792515,0.60126585,0.6067694,0.26141992,0.5888828,0.7457347,0.37424326,0.55035776,0.39625758,0.2958173
hsa:2916,0.055513307,0.1148289,0.111026615,0.033079848,0.11140684,0.20570342,0.1121673,0.13574144,0.09809886,0.02243346,0.06466337,0.11981742,0.11411183,0.024343858,0.11144922,0.21567136,0.10574363,0.102320276,0.10726512,0.034613922,0.081811264,0.0913242,0.09474886,0.039573822,0.1000761,0.24086758,0.10844749,0.099695586,0.11035007,0.033105023,0.05519604,0.11496003,0.115340695,0.03083365,0.11990864,0.21012563,0.10354016,0.124857254,0.101256184,0.023981728,0.057121098,0.120715916,0.121858336,0.023610054,0.1199543,0.21096726,0.099771515,0.101675555,0.10967251,0.034653466,0.08685714,0.09028571,0.105904765,0.032,0.088380955,0.24190477,0.10780952,0.10666667,0.10704762,0.033142857,0.2316749,0.51272315,0.6608432,0.16710976,0.78807443,1.0539309,0.3797949,0.5734903,0.5601975,0.072161034,0.29635257,0.5870061,0.6401975,0.10638297,0.5433131,1.0239362,0.5281155,0.58320665,0.53381455,0.15767477,0.38198406,0.4960091,0.49410874,0.18244013,0.5131129,1.1611555,0.54732037,0.4922083,0.5568225,0.17483847,0.27756655,0.5741445,0.5551331,0.16539924,0.5570342,1.0285171,0.5608365,0.67870724,0.4904943,0.1121673,0.32331687,0.5990871,0.57055914,0.121719286,0.5572461,1.0783567,0.5287182,0.5116014,0.53632563,0.17306961
hsa:2917,0.12536444,0.1330175,0.11260933,0.05867347,0.125,0.12463557,0.074344024,0.13265306,0.06086006,0.052842565,0.13415968,0.1308786,0.123222746,0.049945317,0.12504557,0.13233685,0.06525702,0.11410864,0.06744441,0.057601165,0.13894968,0.11597374,0.12363239,0.054704595,0.10722101,0.13749088,0.07148067,0.12582056,0.066374905,0.05835157,0.12112368,0.1309741,0.12075885,0.057643197,0.13535206,0.1262313,0.06457497,0.13133892,0.06165633,0.05034659,0.118978105,0.1321168,0.1270073,0.05510949,0.13065693,0.13576642,0.059124086,0.11350365,0.065328464,0.06240876,0.14311792,0.110989414,0.12705366,0.05366922,0.10989412,0.135816,0.069368385,0.121212125,0.07192406,0.05695509,0.6279578,0.56243175,0.6297779,0.31124863,0.81725514,0.7025846,0.20385876,0.65162,0.32034948,0.1729159,0.6354698,0.64821553,0.6245448,0.26584122,0.59905314,0.6427531,0.34595776,0.6591406,0.30407867,0.27494538,0.64845175,0.58652097,0.60109293,0.30236793,0.56830597,0.6885246,0.3497268,0.6320583,0.32604736,0.29690346,0.6268222,0.66508746,0.56304663,0.29336736,0.625,0.6231778,0.37172014,0.6632653,0.3043003,0.26421282,0.6707984,0.65439296,0.6161137,0.2497266,0.6252278,0.6616843,0.3262851,0.57054317,0.33722204,0.28800583
hsa:2918,0.14726405,0.12376056,0.12302607,0.06977598,0.12192435,0.108703636,0.05618803,0.13000368,0.052148364,0.06720529,0.14511389,0.12380602,0.1241734,0.070168994,0.12637766,0.10543718,0.05510654,0.12160176,0.058045555,0.070168994,0.15325248,0.1231165,0.11797133,0.06945976,0.113928705,0.122013964,0.056229327,0.13009922,0.045938995,0.06798971,0.14669117,0.13345589,0.12463235,0.06397059,0.12941177,0.11029412,0.05110294,0.125,0.049264707,0.066176474,0.14380287,0.1390217,0.1265171,0.061787423,0.13240162,0.106289074,0.05038617,0.11180581,0.05516734,0.07282089,0.16445915,0.11221486,0.13208242,0.06217807,0.11736571,0.123988226,0.046357617,0.12435614,0.05334805,0.063649744,0.74284667,0.5154072,0.6713133,0.36867204,0.8418929,0.6034483,0.108217165,0.68231845,0.26595744,0.19992663,0.7871559,0.6385321,0.6238532,0.30825686,0.5944954,0.56880736,0.2733945,0.6477064,0.23853211,0.31926605,0.76358294,0.5818649,0.6424376,0.33957416,0.58002937,0.57819384,0.2661527,0.64060205,0.2661527,0.3414097,0.73632026,0.6188028,0.61513036,0.34887993,0.60962176,0.5435182,0.28094015,0.6500184,0.26074183,0.33602643,0.7255694,0.6190301,0.620867,0.35084498,0.6318883,0.5271859,0.2755327,0.6080088,0.29022777,0.35084498
hsa:222545,0.1706878,0.1325171,0.110550955,0.0871444,0.11631257,0.08174289,0.05149442,0.11991358,0.03889089,0.09074541,0.16930836,0.12788184,0.11743516,0.08681556,0.11959654,0.08105187,0.046829972,0.116354465,0.043227665,0.09149856,0.18774775,0.10918919,0.12900901,0.08108108,0.11387388,0.088288285,0.04036036,0.12504505,0.044684686,0.08072072,0.16041817,0.12689257,0.12040375,0.090122566,0.12040375,0.078947365,0.046142753,0.13266042,0.03677001,0.08723865,0.1655247,0.12910205,0.12585647,0.0836639,0.115759104,0.08113956,0.044716913,0.11720159,0.04219257,0.09484313,0.19372295,0.12049062,0.116883114,0.078282826,0.11435787,0.09235209,0.044372294,0.116522364,0.04112554,0.08189033,0.8884892,0.47841728,0.66007197,0.45683455,0.8866906,0.44064748,0.035971224,0.6654676,0.23741007,0.25,0.86362004,0.50917596,0.6495142,0.4587981,0.5595538,0.38323137,0.23389709,0.6801008,0.24289311,0.41921556,0.8531318,0.6263499,0.5975522,0.43196544,0.5903528,0.40676746,0.23218141,0.69474447,0.16558675,0.40136787,0.853439,0.6625855,0.55275476,0.435722,0.5815629,0.40871444,0.2574721,0.5995679,0.19445446,0.45372707,0.8465418,0.6394092,0.5871758,0.4340778,0.5979827,0.40525937,0.23414986,0.5817723,0.21613833,0.4574928
hsa:1909,0.16171876,0.14453125,0.12109375,0.06171875,0.1234375,0.07734375,0.06328125,0.1375,0.0453125,0.0640625,0.14542611,0.1118061,0.12275215,0.08522283,0.12666145,0.10242377,0.04847537,0.11415168,0.060985144,0.082095385,0.1658842,0.112676054,0.11815336,0.076682314,0.11189359,0.09859155,0.06025039,0.14397496,0.04773083,0.06416275,0.15818325,0.11667972,0.11119812,0.08222396,0.13547377,0.11667972,0.043069694,0.12607674,0.04541895,0.064996086,0.1645768,0.12539186,0.13401254,0.063479625,0.13087775,0.09090909,0.047021944,0.106583074,0.063479625,0.07366771,0.17960784,0.12784314,0.12705882,0.058039214,0.118431374,0.10745098,0.04862745,0.11215686,0.050980393,0.06980392,0.81449723,0.53780204,0.64302415,0.37802026,0.86515975,0.5533905,0.09353079,0.6196415,0.26890102,0.22603273,0.7488299,0.67472696,0.61622465,0.3549142,0.600624,0.46411857,0.2847114,0.67862713,0.2145086,0.3627145,0.8391881,0.55035126,0.67525375,0.34348163,0.55425453,0.5347385,0.24199843,0.6088993,0.27712727,0.37470725,0.80859375,0.72265625,0.60546875,0.30859375,0.6171875,0.38671875,0.31640625,0.6875,0.2265625,0.3203125,0.72713053,0.55903053,0.61376077,0.42611417,0.6333072,0.5121189,0.24237685,0.5707584,0.3049257,0.41047692
hsa:1910,0.14566037,0.1381132,0.12679245,0.055849057,0.13283019,0.10867924,0.05509434,0.11773585,0.056603774,0.06264151,0.13670695,0.12915407,0.1223565,0.06722055,0.11858006,0.11480363,0.06117825,0.10422961,0.06495468,0.08081571,0.16402116,0.114890404,0.11413454,0.06500378,0.10430839,0.13076341,0.06424792,0.13000757,0.051398337,0.06122449,0.13161875,0.115733735,0.12254161,0.07639939,0.118003026,0.11951589,0.059001513,0.12934947,0.056732222,0.071104385,0.14080243,0.121877365,0.1302044,0.0651022,0.12339137,0.12717637,0.048448145,0.101438306,0.06358819,0.077971235,0.15151516,0.111363634,0.13181818,0.06439394,0.10530303,0.11742424,0.061363637,0.12348485,0.06287879,0.070454545,0.7680723,0.47816265,0.7153615,0.3237952,0.813253,0.5760542,0.14307229,0.65888554,0.33885542,0.18448794,0.76865107,0.61416733,0.61416733,0.30519968,0.5727204,0.51243407,0.34664658,0.65938205,0.3014318,0.30519968,0.7390649,0.5769231,0.64479643,0.32428357,0.57315236,0.63725495,0.2677225,0.6184012,0.2790347,0.33936653,0.7283019,0.690566,0.6339622,0.2792453,0.66415095,0.54339623,0.2754717,0.58867925,0.2830189,0.31320754,0.68353474,0.6457704,0.6117825,0.33610272,0.5929003,0.5740181,0.30589125,0.521148,0.32477343,0.40407854
hsa:552,0.0830008,0.12849163,0.110135674,0.044692736,0.13328013,0.1660016,0.090183556,0.12051077,0.08699122,0.03671189,0.08226837,0.11581469,0.13178913,0.040734824,0.11821086,0.16453674,0.087060705,0.11741214,0.095846646,0.046325877,0.102318145,0.0951239,0.110311754,0.051159073,0.1031175,0.18864909,0.09352518,0.10951239,0.09832134,0.04796163,0.08,0.132,0.1176,0.04,0.1248,0.1728,0.0872,0.1216,0.0816,0.0424,0.083266616,0.12489992,0.1305044,0.03522818,0.12730184,0.15692554,0.08726981,0.12089672,0.09367494,0.040032025,0.114583336,0.100961536,0.100961536,0.04647436,0.09455128,0.2099359,0.09214743,0.11217949,0.083333336,0.044871796,0.46178344,0.56130576,0.5931529,0.21894903,0.79219747,0.8121019,0.3742038,0.6011147,0.48566878,0.09952229,0.46613544,0.60956174,0.66533864,0.15537849,0.55378485,0.74900395,0.49003986,0.6533865,0.46613544,0.19123507,0.5542265,0.52232856,0.48245612,0.24720892,0.48644337,1.0207336,0.4784689,0.5582137,0.42264754,0.22727273,0.41500401,0.64245814,0.5506784,0.22346368,0.6664007,0.83000803,0.45091778,0.60255384,0.4349561,0.18355945,0.41134185,0.5790735,0.6589457,0.20367412,0.5910543,0.8226837,0.4353035,0.5870607,0.47923324,0.23162939
hsa:554,0.06564748,0.10071942,0.11510792,0.0323741,0.10881295,0.18794964,0.121402875,0.121402875,0.121402875,0.025179856,0.04950495,0.1170117,0.112511255,0.03330333,0.11881188,0.21242124,0.10531053,0.11161116,0.10621062,0.03330333,0.08108108,0.1,0.11621621,0.024324324,0.114414416,0.22972973,0.097297296,0.0945946,0.114414416,0.027927928,0.053201083,0.1154193,0.11181244,0.032461677,0.12714157,0.2037872,0.106402166,0.11812443,0.108205594,0.023444545,0.05595668,0.12635379,0.10830325,0.027075812,0.12906137,0.21028881,0.10379061,0.1064982,0.10559567,0.027075812,0.08130081,0.09214092,0.1065944,0.032520324,0.09123758,0.25474253,0.10117435,0.112917796,0.09756097,0.029810298,0.20179373,0.4753363,0.73094165,0.16143498,0.89686096,1.1210762,0.2600897,0.48878923,0.59192824,0.071748875,0.3096948,0.58797127,0.6238779,0.103231594,0.57899463,0.911131,0.57899463,0.59245956,0.58797127,0.12567325,0.38634324,0.44474393,0.5300988,0.18418688,0.4896676,1.127583,0.5615454,0.5929919,0.5525606,0.13027853,0.3282374,0.50359714,0.5755396,0.1618705,0.54406476,0.9397482,0.60701436,0.60701436,0.60701436,0.12589929,0.24752475,0.5850585,0.56255627,0.16651666,0.5940594,1.0621061,0.5265527,0.55805576,0.53105307,0.16651666
hsa:9283,0.07281554,0.120665744,0.11442441,0.035367545,0.12413315,0.18307906,0.0998613,0.12482663,0.0963939,0.028432732,0.06523248,0.129771,0.13115892,0.026370576,0.12907703,0.1721027,0.0943789,0.1165857,0.10131853,0.034004163,0.09652778,0.10555556,0.10208333,0.0375,0.10277778,0.21736111,0.099305555,0.10694444,0.09583333,0.036111113,0.07157748,0.120917305,0.12786658,0.029186936,0.12995136,0.18276581,0.09034052,0.12647672,0.09589993,0.025017373,0.0744089,0.12378303,0.12934631,0.025730181,0.12517385,0.19193324,0.08692629,0.11891516,0.09388039,0.029902643,0.10577592,0.09533751,0.11691023,0.030619346,0.09672929,0.22616562,0.089770354,0.10229645,0.099512875,0.036882393,0.2698962,0.5121107,0.81314874,0.14878893,0.9307958,1.0588236,0.15224913,0.5605536,0.4878893,0.065743946,0.36011082,0.6198061,0.6405817,0.13504155,0.58171743,0.882964,0.5020776,0.6267313,0.48822716,0.16274238,0.47470546,0.5301455,0.56133056,0.16285516,0.50935555,1.060291,0.4885655,0.57519054,0.47124046,0.16632017,0.3640777,0.6033287,0.57212204,0.17683773,0.6206657,0.9153953,0.4993065,0.62413317,0.48196948,0.14216366,0.3261624,0.648855,0.6557946,0.13185288,0.64538515,0.8605135,0.4718945,0.58292854,0.50659263,0.17002082
hsa:5724,0.10634147,0.12487805,0.11512195,0.057560977,0.13853659,0.120975606,0.081951216,0.14731707,0.07317073,0.034146342,0.08984375,0.140625,0.15039062,0.040039062,0.1328125,0.14257812,0.056640625,0.11816406,0.06933594,0.059570312,0.1260997,0.10752688,0.097751714,0.06451613,0.112414464,0.18181819,0.07331378,0.10068426,0.07526882,0.060606062,0.10763209,0.13111547,0.119373776,0.050880626,0.13111547,0.14187866,0.07338552,0.14383562,0.061643835,0.039138943,0.09696376,0.13614103,0.1439765,0.041136142,0.11851127,0.14005877,0.068560235,0.12047013,0.07149853,0.06268364,0.14313726,0.09117647,0.124509804,0.05,0.10392157,0.18235295,0.064705886,0.09803922,0.08431373,0.057843138,0.5155642,0.5642023,0.6955253,0.26750973,0.92898834,0.71984434,0.17509727,0.6177043,0.39396885,0.12159533,0.45277506,0.68159693,0.7010711,0.23369037,0.5647517,0.6523856,0.38948393,0.72541386,0.3164557,0.28237584,0.72124755,0.51169586,0.56530213,0.2534113,0.49707603,0.8625731,0.38499025,0.58966863,0.36549705,0.24853802,0.53170735,0.62439024,0.57560974,0.28780487,0.6926829,0.604878,0.40975606,0.7365853,0.36585364,0.17073171,0.44921875,0.703125,0.7519531,0.20019531,0.6640625,0.7128906,0.28320312,0.5908203,0.3466797,0.29785156
hsa:23620,0.056956876,0.11716843,0.11228641,0.030105777,0.11472742,0.19446705,0.11554109,0.12774613,0.107404396,0.023596419,0.052931596,0.1034202,0.1286645,0.030944625,0.10830619,0.20846905,0.1034202,0.10830619,0.117263846,0.038273614,0.083129585,0.09209454,0.091279544,0.0399348,0.09290954,0.23553382,0.11654442,0.10268949,0.112469435,0.033414833,0.05791191,0.10114192,0.110929854,0.038336053,0.10848287,0.2365416,0.09869494,0.11500815,0.10114192,0.031810768,0.060408164,0.109387755,0.13142857,0.022857143,0.11265306,0.21714285,0.09632653,0.10693877,0.11020408,0.03265306,0.075980395,0.10539216,0.0874183,0.039215688,0.09150327,0.2361111,0.119281046,0.09477124,0.10866013,0.041666668,0.2353896,0.54383117,0.7345779,0.109577924,0.7426948,0.97808444,0.40584415,0.53571427,0.6047078,0.109577924,0.30056864,0.60926074,0.5848903,0.11779041,0.47928512,1.0763607,0.56458163,0.60519904,0.4874086,0.17465475,0.402439,0.5284553,0.44308943,0.17886178,0.50406504,1.1747967,0.5731707,0.43495935,0.56504065,0.19512194,0.28478438,0.58584213,0.56143206,0.15052888,0.5736371,0.9723353,0.57770544,0.63873065,0.537022,0.1179821,0.26465797,0.517101,0.64332247,0.15472312,0.54153097,1.0423453,0.517101,0.54153097,0.5863192,0.19136807
hsa:7201,0.16512993,0.1383068,0.111483656,0.072925396,0.13914502,0.08130763,0.05364627,0.10980721,0.055322714,0.072925396,0.16442953,0.13506712,0.11744966,0.07214765,0.147651,0.07885906,0.04781879,0.098154366,0.06375839,0.07466443,0.16372795,0.115869015,0.11670865,0.082283795,0.12174643,0.10075567,0.050377835,0.13266163,0.04534005,0.07052897,0.1462185,0.11932773,0.12521009,0.08487395,0.1210084,0.09327731,0.05042017,0.13529412,0.04621849,0.07815126,0.15811606,0.11942809,0.1429773,0.06980656,0.1236333,0.10176619,0.036164843,0.11690496,0.051303618,0.07989907,0.16835018,0.11868687,0.10858586,0.082491584,0.12373737,0.11531986,0.046296295,0.13047138,0.03787879,0.06818182,0.7817726,0.5602007,0.7399666,0.3595318,0.86956525,0.52257526,0.033444814,0.6229097,0.24665551,0.26337793,0.85355645,0.6610879,0.6066946,0.33891213,0.6150628,0.39330542,0.29288703,0.63179916,0.25523013,0.35146445,0.87102175,0.5695142,0.6239531,0.36850923,0.5695142,0.51088774,0.24706869,0.67420435,0.22194305,0.34338358,0.8256496,0.691534,0.5574183,0.36462697,0.6957251,0.40653813,0.26823136,0.549036,0.27661356,0.36462697,0.82214767,0.6753356,0.5872483,0.36073828,0.738255,0.3942953,0.23909396,0.49077183,0.31879193,0.37332213
hsa:6753,0.05027933,0.10853951,0.11971269,0.028731046,0.112529926,0.22426178,0.103751,0.1396648,0.09577015,0.016759777,0.048722044,0.11421725,0.13498403,0.019169329,0.11421725,0.21246007,0.1014377,0.10942492,0.11421725,0.03115016,0.08473221,0.09592326,0.091926455,0.03197442,0.086330935,0.22701839,0.1294964,0.09832134,0.121502794,0.03277378,0.0536,0.1064,0.1112,0.0328,0.1192,0.208,0.1128,0.1296,0.1104,0.016,0.052041635,0.10728583,0.13610889,0.020016013,0.118494794,0.20656525,0.101681344,0.11929543,0.116092876,0.022417935,0.09615385,0.09214743,0.088141024,0.029647436,0.087339744,0.26442307,0.11217949,0.100961536,0.104166664,0.024839744,0.1871019,0.48566878,0.70859873,0.15127389,0.8240446,1.1106688,0.3383758,0.5254777,0.59713376,0.07165605,0.24302788,0.62948203,0.6613546,0.07171315,0.52191234,0.9920318,0.5737052,0.6055777,0.5458167,0.15537849,0.4784689,0.4266348,0.4784689,0.14752792,0.4704944,1.3277512,0.52232856,0.4665072,0.5502392,0.13157895,0.25139666,0.54269755,0.59856343,0.14365523,0.5626496,1.1213089,0.51875496,0.69832397,0.47885075,0.083798885,0.24361022,0.5710863,0.67492014,0.095846646,0.5710863,1.0623003,0.5071885,0.5471246,0.5710863,0.1557508
hsa:6755,0.045829516,0.10815766,0.10815766,0.03024748,0.12190651,0.22181486,0.112740606,0.12373969,0.11182401,0.015582035,0.041284405,0.12477064,0.12752293,0.014678899,0.119266056,0.22385322,0.103669725,0.090825684,0.119266056,0.034862384,0.08815427,0.087235995,0.08539945,0.031221304,0.075298436,0.28466484,0.11570248,0.09366391,0.106519744,0.032139577,0.04319853,0.11764706,0.1038603,0.029411765,0.12683824,0.22794117,0.109375,0.11856618,0.106617644,0.016544119,0.047838088,0.1149954,0.13431463,0.012879485,0.12419503,0.21343146,0.10303588,0.100275986,0.12419503,0.024839006,0.09484346,0.08379374,0.09023941,0.0267035,0.08379374,0.2688766,0.11786372,0.08471455,0.11970534,0.02946593,0.2239488,0.5667276,0.6489945,0.08683729,0.7906764,1.023766,0.46160877,0.48903108,0.65356493,0.05484461,0.29277217,0.6084172,0.6358646,0.03659652,0.4757548,0.9972553,0.64043915,0.59011894,0.5946935,0.12808783,0.43956044,0.42124543,0.43956044,0.15567766,0.40750918,1.4056777,0.5677656,0.47161174,0.5448718,0.14652015,0.22914758,0.5407883,0.5407883,0.1512374,0.60953254,1.1090742,0.56370306,0.6186985,0.55912006,0.07791018,0.20642203,0.6238532,0.63761467,0.07339449,0.5963303,1.119266,0.51834863,0.4541284,0.5963303,0.17431192
hsa:4543,0.09723546,0.12964728,0.11058151,0.05624404,0.13632031,0.13346043,0.084842704,0.14013346,0.07340324,0.038131554,0.099236645,0.13645038,0.14026718,0.03721374,0.122137405,0.13740458,0.07538168,0.110687025,0.08301527,0.058206107,0.13467048,0.093600765,0.11747851,0.05253104,0.096466094,0.17765044,0.07927412,0.11461318,0.08213945,0.051575933,0.107074566,0.1290631,0.11759082,0.04875717,0.11854684,0.14818355,0.08221798,0.13575526,0.06883365,0.043977056,0.10143541,0.13301435,0.13301435,0.042105265,0.13014354,0.15598086,0.06411483,0.111004785,0.07559808,0.053588517,0.13601533,0.107279696,0.118773945,0.045019157,0.10153256,0.19923371,0.06417625,0.094827585,0.07471264,0.05842912,0.49429658,0.62737644,0.62737644,0.25190115,0.78897345,0.80798477,0.26140684,0.5988593,0.35646385,0.18536122,0.5375833,0.6660324,0.623216,0.20932445,0.59942913,0.6327307,0.44719315,0.6327307,0.40913415,0.24262607,0.6380952,0.4904762,0.5857143,0.26666668,0.5190476,0.90000004,0.37142858,0.5809524,0.39047617,0.25714284,0.48617733,0.6482364,0.5529075,0.2812202,0.6816015,0.66730213,0.42421353,0.70066726,0.3670162,0.19065776,0.49618322,0.68225193,0.7013359,0.1860687,0.610687,0.68702286,0.37690842,0.55343515,0.41507635,0.29103053
